Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,total_window_area,Cooling,Heating,Lighting
58.57,3.00,0.05,0.05,0.03,11.23,29.99,29.94,8.30
72.02,2.00,0.32,0.32,0.16,9.84,28.87,26.92,9.63
67.29,4.00,0.14,0.14,0.07,16.29,26.55,40.94,7.33
52.14,6.00,0.03,0.03,0.02,13.26,46.42,32.27,7.19
51.29,3.00,0.04,0.04,0.04,10.88,16.74,28.58,8.70
77.62,4.00,0.32,0.32,0.16,9.42,25.35,26.76,10.81
160.44,1.00,0.23,0.23,0.12,8.60,67.34,45.08,7.01
63.48,1.00,0.17,0.17,0.09,12.97,30.35,22.84,8.34
66.57,6.00,0.04,0.04,0.02,12.35,39.47,39.41,7.07
53.03,1.00,0.05,0.05,0.03,11.39,24.07,35.02,12.75
76.55,3.00,0.16,0.16,0.08,13.51,46.99,28.19,7.04
84.12,6.00,0.04,0.04,0.04,11.86,37.87,58.36,7.47
127.95,5.00,0.24,0.24,0.24,9.82,34.09,38.20,7.35
57.85,3.00,0.06,0.06,0.06,8.41,21.56,38.72,6.74
98.89,5.00,0.04,0.04,0.04,10.73,29.38,34.55,8.32
102.66,4.00,0.04,0.04,0.04,10.64,19.38,28.42,6.43
64.73,1.00,0.06,0.06,0.03,9.92,22.50,35.39,10.30
89.13,6.00,0.04,0.04,0.02,12.29,54.89,44.12,7.03
83.70,5.00,0.04,0.04,0.02,12.17,40.33,32.85,7.52
77.08,3.00,0.24,0.24,0.12,9.11,38.87,36.56,7.13
189.63,1.00,0.33,0.33,0.16,9.45,20.23,25.82,13.10
76.74,3.00,0.22,0.22,0.11,16.44,22.72,31.94,7.26
42.31,5.00,0.05,0.05,0.03,11.39,34.89,35.51,7.29
66.62,4.00,0.22,0.22,0.11,11.50,25.84,22.37,7.83
61.25,1.00,0.02,0.02,0.02,13.44,17.10,23.63,5.99
116.56,5.00,0.19,0.19,0.09,12.79,38.73,29.77,7.21
83.87,3.00,0.13,0.13,0.06,14.96,35.66,24.82,7.28
90.82,4.00,0.09,0.09,0.05,15.98,22.15,20.48,8.44
58.13,2.00,0.15,0.15,0.15,9.75,14.28,30.25,8.86
124.73,1.00,0.28,0.28,0.28,9.04,13.41,33.81,9.67
74.70,5.00,0.03,0.03,0.03,11.77,24.48,27.99,5.88
50.87,5.00,0.06,0.06,0.03,14.49,68.76,78.69,6.96
51.84,5.00,0.14,0.14,0.14,9.90,35.67,29.45,5.91
81.07,5.00,0.07,0.07,0.04,8.89,44.15,43.25,7.44
64.73,5.00,0.03,0.03,0.02,13.63,25.43,26.55,7.33
64.80,3.00,0.06,0.06,0.03,10.32,18.19,30.36,10.03
69.99,5.00,0.04,0.04,0.02,11.61,43.25,39.56,7.08
52.23,4.00,0.03,0.03,0.01,16.60,24.13,19.52,7.04
56.57,4.00,0.04,0.04,0.04,10.98,35.57,40.58,5.91
52.15,5.00,0.05,0.05,0.05,13.34,47.00,82.34,5.90
86.13,3.00,0.25,0.25,0.13,15.91,23.55,42.28,10.77
150.50,5.00,0.11,0.11,0.11,10.87,41.27,27.25,5.84
63.83,4.00,0.19,0.19,0.09,9.81,24.46,33.79,7.22
140.64,1.00,0.14,0.14,0.07,11.55,20.40,29.91,8.25
75.45,6.00,0.04,0.04,0.02,12.97,49.93,44.22,7.03
53.25,4.00,0.04,0.04,0.04,11.27,20.13,23.31,8.20
84.12,2.00,0.02,0.02,0.02,13.64,23.98,25.60,5.95
75.85,3.00,0.05,0.05,0.02,17.70,57.01,55.88,6.87
59.98,5.00,0.04,0.04,0.02,11.44,42.23,27.36,7.14
93.30,4.00,0.26,0.26,0.13,15.46,34.49,44.68,8.85
157.96,2.00,0.05,0.05,0.05,9.40,29.32,38.32,8.49
59.26,1.00,0.15,0.15,0.08,14.44,15.99,26.14,8.15
72.77,6.00,0.05,0.05,0.05,15.86,27.69,37.12,8.59
77.88,4.00,0.18,0.18,0.09,9.92,22.03,32.58,12.49
60.70,3.00,0.04,0.04,0.02,12.12,30.72,26.15,7.23
69.37,5.00,0.02,0.02,0.01,15.41,46.06,35.65,7.00
88.77,2.00,0.20,0.20,0.10,11.95,18.79,21.43,11.10
82.96,1.00,0.33,0.33,0.16,9.72,22.93,25.35,8.57
117.71,6.00,0.04,0.04,0.02,12.81,41.51,33.36,9.66
70.22,4.00,0.30,0.30,0.30,8.53,58.83,42.27,5.82
55.35,1.00,0.04,0.04,0.04,10.48,26.15,23.59,6.59
81.26,2.00,0.07,0.07,0.07,11.04,33.19,34.32,5.93
53.33,5.00,0.05,0.05,0.03,10.87,29.57,27.36,6.85
150.88,6.00,0.28,0.28,0.14,10.35,53.34,37.25,9.34
69.71,4.00,0.30,0.30,0.15,14.03,60.35,75.57,6.96
69.53,2.00,0.22,0.22,0.11,11.44,15.44,25.29,12.68
97.85,2.00,0.15,0.15,0.08,14.44,17.51,20.09,8.73
49.36,4.00,0.26,0.26,0.13,11.29,24.36,27.75,10.10
54.61,5.00,0.05,0.05,0.03,11.10,50.07,50.44,7.08
103.41,1.00,0.05,0.05,0.03,10.67,31.76,30.19,10.27
95.35,1.00,0.08,0.08,0.04,9.00,24.26,30.14,11.79
59.20,1.00,0.06,0.06,0.06,16.71,14.64,20.57,9.11
57.90,6.00,0.17,0.17,0.09,13.02,56.20,42.14,7.02
73.97,6.00,0.16,0.16,0.08,10.57,55.87,38.83,7.05
71.03,6.00,0.40,0.40,0.20,8.80,74.84,66.76,6.82
105.60,1.00,0.12,0.12,0.12,13.51,21.81,25.12,9.07
48.49,3.00,0.06,0.06,0.03,14.13,20.13,44.16,10.11
57.90,3.00,0.05,0.05,0.03,11.00,18.39,35.67,9.39
49.28,2.00,0.16,0.16,0.08,13.61,25.87,20.20,7.33
107.58,1.00,0.03,0.03,0.03,13.48,15.53,24.47,7.39
95.68,2.00,0.27,0.27,0.14,10.29,34.68,35.64,7.51
74.08,4.00,0.08,0.08,0.04,8.70,36.49,51.00,7.11
104.48,1.00,0.03,0.03,0.03,12.85,17.57,21.44,8.48
83.27,5.00,0.39,0.39,0.20,8.60,57.77,48.18,7.15
79.08,3.00,0.09,0.09,0.05,13.61,25.28,21.10,7.25
84.46,3.00,0.03,0.03,0.01,16.55,48.23,39.77,7.18
131.35,1.00,0.40,0.40,0.20,8.69,38.80,38.65,13.03
48.40,3.00,0.05,0.05,0.05,9.87,29.17,30.59,5.82
137.93,1.00,0.13,0.13,0.13,12.72,11.10,24.22,8.33
112.35,3.00,0.06,0.06,0.03,9.75,22.35,31.11,8.92
